id	identifier	zh_name	en_name	category	cost	short_effect	zh_effect
1624	dynamax-crystal-cvn4846	★CVn4846	★CVn4846	Dynamax crystals	20		使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。
1625	dynamax-crystal-aql7595	★Aql7595	★Aql7595	Dynamax crystals	20		使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。
1626	dynamax-crystal-aql7557	★Aql7557	★Aql7557	Dynamax crystals	20		使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。
1627	dynamax-crystal-aql7525	★Aql7525	★Aql7525	Dynamax crystals	20		使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。
1628	dynamax-crystal-aql7602	★Aql7602	★Aql7602	Dynamax crystals	20		使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。
1629	dynamax-crystal-aql7235	★Aql7235	★Aql7235	Dynamax crystals	20		使用后的当天， 旷野地带的瞭望塔巨巢中 会出现[VAR (0000)]。
1630	max-honey	极巨甜蜜	Max Honey	Revival	4000		极巨化的蜂女王制造出的蜜汁。 放进极巨汤里，就能让汤的味道变得很温和。 与活力块具有相同的效果。
1631	max-mushrooms	极巨菇菇	Max Mushrooms	Stat boosts	6000		拥有某种神奇力量的蘑菇， 能改变宝可梦极巨化的样子。 在战斗中，可以提高宝可梦所有的能力。
1632	galarica-twig	伽勒豆蔻枝	Galarica Twig	Collectibles	20		伽勒尔部分地区生长的 伽勒豆蔻这种植物的枝条。 可以用来制作某种宝可梦的饰品。
1633	galarica-cuff	伽勒豆蔻手环	Galarica Cuff	Collectibles	3000		用伽勒豆蔻枝编织的手环。 给伽勒尔地区的呆呆兽戴上， 它就会很开心。
1634	style-card	时尚名人卡	Style Card	Gameplay	0		拥有后，在时装店可以买到的物品 和在美发沙龙可以选择的发型 都会有所增加的卡片。
1635	armor-pass	铠甲车票	Armor Pass	Plot advancement	0		前往铠岛的车票。 在木杆镇的车站， 把它出示给站务员看吧。
1636	rotom-bike--sparkling-white	洛托姆自行车	Rotom Bike	Unused	0		能借助洛托姆的力量进行涡轮加速， 且可在水面上骑行的自行车。 洁白耀眼的闪亮白。
1637	rotom-bike--glistening-black	洛托姆自行车	Rotom Bike	Unused	0		能借助洛托姆的力量进行涡轮加速， 且可在水面上骑行的自行车。 闪烁着红黑色光泽的炫耀黑。
1638	exp-charm	经验护符	Exp. Charm	Gameplay	0		训练家拥有这个护符后， 宝可梦获得的经验值就会增加。 里面装有类似于机器的部件。
1639	armorite-ore	铠甲矿石	Armorite Ore	Collectibles	20		能够在铠岛找出的珍稀石头。 把它送给铠岛的收藏家， 就会有好事发生。
1640	mark-charm	证章护符	Mark Charm	Gameplay	0		神奇而富有个性的护符。 拥有该护符后， 会更容易遇到带有证章的宝可梦。
1641	reins-of-unity--merge	牵绊缰绳	Reins of Unity	Unused	0		人们曾经用来进献给国王的缰绳。 可增强丰饶之力， 并使蕾冠王与爱马合二为一。
1642	reins-of-unity--split	牵绊缰绳	Reins of Unity	Unused	0		人们曾经用来进献给国王的缰绳。 通过缰绳连接的二者可以相互交流。 可使蕾冠王与爱马一分为二。
1643	galarica-wreath	伽勒豆蔻花圈	Galarica Wreath	Collectibles	3000		用伽勒豆蔻枝编织的花环头饰。 给伽勒尔地区的呆呆兽戴上这种头饰， 它就会很开心。
1644	legendary-clue-1	传说笔记１	Legendary Clue 1	Plot advancement	0		皮欧尼整理的 有关丰饶之王传说的笔记。 上面贴着很旧的照片。
1645	legendary-clue-2	传说笔记２	Legendary Clue 2	Plot advancement	0		皮欧尼整理的 有关巨人传说的笔记。 上面绘有充满个性的画。
1646	legendary-clue-3	传说笔记３	Legendary Clue 3	Plot advancement	0		皮欧尼整理的 有关鸟宝可梦传说的笔记。 上面绘有充满个性的画。
1647	legendary-clue-question	传说笔记？	Legendary Clue?	Plot advancement	0		皮欧尼掉落的神秘笔记。 上面贴有极巨巢穴 出现光洞的照片。
1648	crown-pass	王冠车票	Crown Pass	Plot advancement	0		前往王冠雪原的车票。 在木杆镇的车站， 把它出示给站务员看吧。
1649	wooden-crown	木雕王冠	Wooden Crown	Plot advancement	0		用木头雕制而成的神秘物体。 上面有看起来缺了什么的痕迹。 可能是其他物品的一部分。
1650	radiant-petal	光辉花瓣	Radiant Petal	Plot advancement	0		从丰饶之王那里 得到的一片花瓣。 散发着朦胧的光辉。
1651	white-mane-hair	白色鬃毛	White Mane Hair	Plot advancement	0		丰饶之王的爱马 雪暴马的鬃毛。 既结实又柔韧。
1652	black-mane-hair	黑色鬃毛	Black Mane Hair	Plot advancement	0		丰饶之王的爱马 灵幽马的鬃毛。 摸起来非常柔顺。
1653	iceroot-carrot	冰萝卜	Iceroot Carrot	Plot advancement	0		丰饶之王的爱马 喜欢吃的农作物。 生长于白雪皑皑的田地。
1654	shaderoot-carrot	黑萝卜	Shaderoot Carrot	Plot advancement	0		丰饶之王的爱马 喜欢吃的农作物。 生长于光线暗淡的田地。
1655	dynite-ore	极矿石	Dynite Ore	Collectibles	20		能够在极巨巢穴找出的神秘石头。 把它送给王冠雪原的收藏家， 就会有好事发生。
1656	carrot-seeds	萝卜种子	Carrot Seeds	Plot advancement	20		种在田地里使用的种子。 出产的萝卜种类会根据 种下的田地而有所不同。
1657	ability-patch	特性膏药	Ability Patch	Vitamins	20		可以改变宝可梦特性的膏药。 给拥有常见特性的宝可梦使用后， 其特性会转变为稀有特性。
1658	reins-of-unity	牵绊缰绳	Reins of Unity	Plot advancement	0		拿到光下即可生辉的布。 人们曾经将其进献给 丰饶之王以表感谢之意。
1659	adamant-crystal	adamant-crystal	Adamant Crystal	Gameplay	0		
1660	lustrous-globe	lustrous-globe	Lustrous Globe	Gameplay	0		
1661	griseous-core	griseous-core	Griseous Core	Gameplay	0		
1662	blank-plate	blank-plate	Blank Plate	Plates	0		
1663	strange-ball	strange-ball	Strange Ball	Event items	0		
1664	legend-plate	legend-plate	Legend Plate	Plates	0		
1665	rotom-phone	rotom-phone	Rotom Phone	Event items	0		
1666	sandwich	sandwich	Sandwich	Event items	0		
1667	koraidons-poke-ball	koraidons-poke-ball	Koraidon’s Poké Ball	Event items	0		
1668	miraidons-poke-ball	miraidons-poke-ball	Miraidon’s Poké Ball	Event items	0		
1669	tera-orb	tera-orb	Tera Orb	Event items	0		
1670	scarlet-book	scarlet-book	Scarlet Book	Event items	0		
1671	violet-book	violet-book	Violet Book	Event items	0		
1672	kofus-wallet	kofus-wallet	Kofu’s Wallet	Plot advancement	0		
1673	tiny-bamboo-shoot	tiny-bamboo-shoot	Tiny Bamboo Shoot	Loot	375		
1674	big-bamboo-shoot	big-bamboo-shoot	Big Bamboo Shoot	Loot	1500		
1675	scroll-of-darkness	scroll-of-darkness	Scroll of Darkness	Gameplay	0		
1676	scroll-of-waters	scroll-of-waters	Scroll of Waters	Gameplay	0		
1677	malicious-armor	malicious-armor	Malicious Armor	Evolution	750		
1678	normal-tera-shard	normal-tera-shard	Normal Tera Shard	Tera Shard	500		
1679	fire-tera-shard	fire-tera-shard	Fire Tera Shard	Tera Shard	500		
1680	water-tera-shard	water-tera-shard	Water Tera Shard	Tera Shard	500		
1681	electric-tera-shard	electric-tera-shard	Electric Tera Shard	Tera Shard	500		
1682	grass-tera-shard	grass-tera-shard	Grass Tera Shard	Tera Shard	500		
1683	ice-tera-shard	ice-tera-shard	Ice Tera Shard	Tera Shard	500		
1684	fighting-tera-shard	fighting-tera-shard	Fighting Tera Shard	Tera Shard	500		
1685	poison-tera-shard	poison-tera-shard	Poison Tera Shard	Tera Shard	500		
1686	ground-tera-shard	ground-tera-shard	Ground Tera Shard	Tera Shard	500		
1687	flying-tera-shard	flying-tera-shard	Flying Tera Shard	Tera Shard	500		
1688	psychic-tera-shard	psychic-tera-shard	Psychic Tera Shard	Tera Shard	500		
1689	bug-tera-shard	bug-tera-shard	Bug Tera Shard	Tera Shard	500		
1690	rock-tera-shard	rock-tera-shard	Rock Tera Shard	Tera Shard	500		
1691	ghost-tera-shard	ghost-tera-shard	Ghost Tera Shard	Tera Shard	500		
1692	dragon-tera-shard	dragon-tera-shard	Dragon Tera Shard	Tera Shard	500		
1693	dark-tera-shard	dark-tera-shard	Dark Tera Shard	Tera Shard	500		
1694	steel-tera-shard	steel-tera-shard	Steel Tera Shard	Tera Shard	500		
1695	fairy-tera-shard	fairy-tera-shard	Fairy Tera Shard	Tera Shard	500		
1696	booster-energy	booster-energy	Booster Energy	Held items	0		
1697	ability-shield	ability-shield	Ability Shield	Held items	20000		
1698	clear-amulet	clear-amulet	Clear Amulet	Held items	30000		
1699	mirror-herb	mirror-herb	Mirror Herb	Held items	30000		
1700	punching-glove	punching-glove	Punching Glove	Held items	15000		
1701	covert-cloak	covert-cloak	Covert Cloak	Held items	20000		
1702	loaded-dice	loaded-dice	Loaded Dice	Held items	20000		
1703	baguette	baguette	Baguette	Sandwich ingredients	0		
1704	mayonnaise	mayonnaise	Mayonnaise	Sandwich ingredients	120		
1705	ketchup	ketchup	Ketchup	Sandwich ingredients	110		
1706	mustard	mustard	Mustard	Sandwich ingredients	130		
1707	butter	butter	Butter	Sandwich ingredients	250		
1708	peanut-butter	peanut-butter	Peanut Butter	Sandwich ingredients	300		
1709	chili-sauce	chili-sauce	Chili Sauce	Sandwich ingredients	320		
1710	salt	salt	Salt	Sandwich ingredients	90		
1711	pepper	pepper	Pepper	Sandwich ingredients	100		
1712	yogurt	yogurt	Yogurt	Sandwich ingredients	140		
1713	whipped-cream	whipped-cream	Whipped Cream	Sandwich ingredients	200		
1714	cream-cheese	cream-cheese	Cream Cheese	Sandwich ingredients	280		
1715	jam	jam	Jam	Sandwich ingredients	120		
1716	marmalade	marmalade	Marmalade	Sandwich ingredients	260		
1717	olive-oil	olive-oil	Olive Oil	Sandwich ingredients	300		
1718	vinegar	vinegar	Vinegar	Sandwich ingredients	300		
1719	sweet-herba-mystica	sweet-herba-mystica	Sweet Herba Mystica	Sandwich ingredients	0		
1720	salty-herba-mystica	salty-herba-mystica	Salty Herba Mystica	Sandwich ingredients	0		
1721	sour-herba-mystica	sour-herba-mystica	Sour Herba Mystica	Sandwich ingredients	0		
1722	bitter-herba-mystica	bitter-herba-mystica	Bitter Herba Mystica	Sandwich ingredients	0		
1723	spicy-herba-mystica	spicy-herba-mystica	Spicy Herba Mystica	Sandwich ingredients	0		
1724	lettuce	lettuce	Lettuce	Sandwich ingredients	90		
1725	tomato	tomato	Tomato	Sandwich ingredients	100		
1726	cherry-tomatoes	cherry-tomatoes	Cherry Tomatoes	Sandwich ingredients	120		
1727	cucumber	cucumber	Cucumber	Sandwich ingredients	130		
1728	pickle	pickle	Pickle	Sandwich ingredients	90		
1729	onion	onion	Onion	Sandwich ingredients	130		
1730	red-onion	red-onion	Red Onion	Sandwich ingredients	230		
1731	green-bell-pepper	green-bell-pepper	Green Bell Pepper	Sandwich ingredients	230		
1732	red-bell-pepper	red-bell-pepper	Red Bell Pepper	Sandwich ingredients	240		
1733	yellow-bell-pepper	yellow-bell-pepper	Yellow Bell Pepper	Sandwich ingredients	240		
1734	avocado	avocado	Avocado	Sandwich ingredients	180		
1735	bacon	bacon	Bacon	Sandwich ingredients	150		
1736	ham	ham	Ham	Sandwich ingredients	170		
1737	prosciutto	prosciutto	Prosciutto	Sandwich ingredients	200		
1738	chorizo	chorizo	Chorizo	Sandwich ingredients	150		
1739	herbed-sausage	herbed-sausage	Herbed Sausage	Sandwich ingredients	400		
1740	hamburger	hamburger	Hamburger	Sandwich ingredients	380		
1741	klawf-stick	klawf-stick	Klawf Stick	Sandwich ingredients	500		
1742	smoked-fillet	smoked-fillet	Smoked Fillet	Sandwich ingredients	330		
1743	fried-fillet	fried-fillet	Fried Fillet	Sandwich ingredients	360		
1744	egg	egg	Egg	Sandwich ingredients	80		
1745	potato-tortilla	potato-tortilla	Potato Tortilla	Sandwich ingredients	250		
1746	tofu	tofu	Tofu	Sandwich ingredients	260		
1747	rice	rice	Rice	Sandwich ingredients	280		
1748	noodles	noodles	Noodles	Sandwich ingredients	280		
1749	potato-salad	potato-salad	Potato Salad	Sandwich ingredients	110		
1750	cheese	cheese	Cheese	Sandwich ingredients	120		
1751	banana	banana	Banana	Sandwich ingredients	80		
1752	strawberry	strawberry	Strawberry	Sandwich ingredients	140		
1753	apple	apple	Apple	Sandwich ingredients	130		
1754	kiwi	kiwi	Kiwi	Sandwich ingredients	180		
1755	pineapple	pineapple	Pineapple	Sandwich ingredients	250		
1756	jalapeno	jalapeno	Jalapeño	Sandwich ingredients	220		
1757	horseradish	horseradish	Horseradish	Sandwich ingredients	410		
1758	curry-powder	curry-powder	Curry Powder	Sandwich ingredients	450		
1759	wasabi	wasabi	Wasabi	Sandwich ingredients	330		
1760	watercress	watercress	Watercress	Sandwich ingredients	270		
1761	basil	basil	Basil	Sandwich ingredients	280		
1762	venonat-fang	venonat-fang	Venonat Fang	TM materials	80		
1763	diglett-dirt	diglett-dirt	Diglett Dirt	TM materials	80		
1764	meowth-fur	meowth-fur	Meowth Fur	TM materials	80		
1765	psyduck-down	psyduck-down	Psyduck Down	TM materials	60		
1766	mankey-fur	mankey-fur	Mankey Fur	TM materials	80		
1767	growlithe-fur	growlithe-fur	Growlithe Fur	TM materials	80		
1768	slowpoke-claw	slowpoke-claw	Slowpoke Claw	TM materials	80		
1769	magnemite-screw	magnemite-screw	Magnemite Screw	TM materials	80		
1770	grimer-toxin	grimer-toxin	Grimer Toxin	TM materials	80		
1771	shellder-pearl	shellder-pearl	Shellder Pearl	TM materials	140		
1772	gastly-gas	gastly-gas	Gastly Gas	TM materials	80		
1773	drowzee-fur	drowzee-fur	Drowzee Fur	TM materials	60		
1774	voltorb-sparks	voltorb-sparks	Voltorb Sparks	TM materials	80		
1775	scyther-claw	scyther-claw	Scyther Claw	TM materials	100		
1776	tauros-hair	tauros-hair	Tauros Hair	TM materials	100		
1777	magikarp-scales	magikarp-scales	Magikarp Scales	TM materials	40		
1778	ditto-goo	ditto-goo	Ditto Goo	TM materials	300		
1779	eevee-fur	eevee-fur	Eevee Fur	TM materials	200		
1780	dratini-scales	dratini-scales	Dratini Scales	TM materials	200		
1781	pichu-fur	pichu-fur	Pichu Fur	TM materials	100		
1782	igglybuff-fluff	igglybuff-fluff	Igglybuff Fluff	TM materials	60		
1783	mareep-wool	mareep-wool	Mareep Wool	TM materials	60		
1784	hoppip-leaf	hoppip-leaf	Hoppip Leaf	TM materials	60		
1785	sunkern-leaf	sunkern-leaf	Sunkern Leaf	TM materials	60		
1786	murkrow-bauble	murkrow-bauble	Murkrow Bauble	TM materials	100		
1787	misdreavus-tears	misdreavus-tears	Misdreavus Tears	TM materials	80		
1788	girafarig-fur	girafarig-fur	Girafarig Fur	TM materials	100		
1789	pineco-husk	pineco-husk	Pineco Husk	TM materials	80		
1790	dunsparce-scales	dunsparce-scales	Dunsparce Scales	TM materials	120		
1791	qwilfish-spines	qwilfish-spines	Qwilfish Spines	TM materials	80		
1792	heracross-claw	heracross-claw	Heracross Claw	TM materials	100		
1793	sneasel-claw	sneasel-claw	Sneasel Claw	TM materials	80		
1794	teddiursa-claw	teddiursa-claw	Teddiursa Claw	TM materials	80		
1795	delibird-parcel	delibird-parcel	Delibird Parcel	TM materials	240		
1796	houndour-fang	houndour-fang	Houndour Fang	TM materials	80		
1797	phanpy-nail	phanpy-nail	Phanpy Nail	TM materials	80		
1798	stantler-hair	stantler-hair	Stantler Hair	TM materials	120		
1799	larvitar-claw	larvitar-claw	Larvitar Claw	TM materials	200		
1800	wingull-feather	wingull-feather	Wingull Feather	TM materials	60		
1801	ralts-dust	ralts-dust	Ralts Dust	TM materials	80		
1802	surskit-syrup	surskit-syrup	Surskit Syrup	TM materials	60		
1803	shroomish-spores	shroomish-spores	Shroomish Spores	TM materials	80		
1804	slakoth-fur	slakoth-fur	Slakoth Fur	TM materials	60		
1805	makuhita-sweat	makuhita-sweat	Makuhita Sweat	TM materials	80		
1806	azurill-fur	azurill-fur	Azurill Fur	TM materials	60		
1807	sableye-gem	sableye-gem	Sableye Gem	TM materials	200		
1808	meditite-sweat	meditite-sweat	Meditite Sweat	TM materials	80		
1809	gulpin-mucus	gulpin-mucus	Gulpin Mucus	TM materials	80		
1810	numel-lava	numel-lava	Numel Lava	TM materials	80		
1811	torkoal-coal	torkoal-coal	Torkoal Coal	TM materials	140		
1812	spoink-pearl	spoink-pearl	Spoink Pearl	TM materials	140		
1813	cacnea-needle	cacnea-needle	Cacnea Needle	TM materials	80		
1814	swablu-fluff	swablu-fluff	Swablu Fluff	TM materials	100		
1815	zangoose-claw	zangoose-claw	Zangoose Claw	TM materials	120		
1816	seviper-fang	seviper-fang	Seviper Fang	TM materials	120		
1817	barboach-slime	barboach-slime	Barboach Slime	TM materials	60		
1818	shuppet-scrap	shuppet-scrap	Shuppet Scrap	TM materials	80		
1819	tropius-leaf	tropius-leaf	Tropius Leaf	TM materials	140		
1820	snorunt-fur	snorunt-fur	Snorunt Fur	TM materials	80		
1821	luvdisc-scales	luvdisc-scales	Luvdisc Scales	TM materials	160		
1822	bagon-scales	bagon-scales	Bagon Scales	TM materials	200		
1823	starly-feather	starly-feather	Starly Feather	TM materials	60		
1824	kricketot-shell	kricketot-shell	Kricketot Shell	TM materials	40		
1825	shinx-fang	shinx-fang	Shinx Fang	TM materials	60		
1826	combee-honey	combee-honey	Combee Honey	TM materials	100		
1827	pachirisu-fur	pachirisu-fur	Pachirisu Fur	TM materials	100		
1828	buizel-fur	buizel-fur	Buizel Fur	TM materials	80		
1829	shellos-mucus	shellos-mucus	Shellos Mucus	TM materials	80		
1830	drifloon-gas	drifloon-gas	Drifloon Gas	TM materials	80		
1831	stunky-fur	stunky-fur	Stunky Fur	TM materials	80		
1832	bronzor-fragment	bronzor-fragment	Bronzor Fragment	TM materials	80		
1833	bonsly-tears	bonsly-tears	Bonsly Tears	TM materials	80		
1834	happiny-dust	happiny-dust	Happiny Dust	TM materials	300		
1835	spiritomb-fragment	spiritomb-fragment	Spiritomb Fragment	TM materials	240		
1836	gible-scales	gible-scales	Gible Scales	TM materials	200		
1837	riolu-fur	riolu-fur	Riolu Fur	TM materials	160		
1838	hippopotas-sand	hippopotas-sand	Hippopotas Sand	TM materials	80		
1839	croagunk-poison	croagunk-poison	Croagunk Poison	TM materials	80		
1840	finneon-scales	finneon-scales	Finneon Scales	TM materials	80		
1841	snover-berries	snover-berries	Snover Berries	TM materials	60		
1842	rotom-sparks	rotom-sparks	Rotom Sparks	TM materials	200		
1843	petilil-leaf	petilil-leaf	Petilil Leaf	TM materials	60		
1844	basculin-fang	basculin-fang	Basculin Fang	TM materials	80		
1845	sandile-claw	sandile-claw	Sandile Claw	TM materials	80		
1846	zorua-fur	zorua-fur	Zorua Fur	TM materials	140		
1847	gothita-eyelash	gothita-eyelash	Gothita Eyelash	TM materials	80		
1848	deerling-hair	deerling-hair	Deerling Hair	TM materials	60		
1849	foongus-spores	foongus-spores	Foongus Spores	TM materials	80		
1850	alomomola-mucus	alomomola-mucus	Alomomola Mucus	TM materials	120		
1851	tynamo-slime	tynamo-slime	Tynamo Slime	TM materials	80		
1852	axew-scales	axew-scales	Axew Scales	TM materials	200		
1853	cubchoo-fur	cubchoo-fur	Cubchoo Fur	TM materials	80		
1854	cryogonal-ice	cryogonal-ice	Cryogonal Ice	TM materials	100		
1855	pawniard-blade	pawniard-blade	Pawniard Blade	TM materials	80		
1856	rufflet-feather	rufflet-feather	Rufflet Feather	TM materials	80		
1857	deino-scales	deino-scales	Deino Scales	TM materials	200		
1858	larvesta-fuzz	larvesta-fuzz	Larvesta Fuzz	TM materials	200		
1859	fletchling-feather	fletchling-feather	Fletchling Feather	TM materials	60		
1860	scatterbug-powder	scatterbug-powder	Scatterbug Powder	TM materials	40		
1861	litleo-tuft	litleo-tuft	Litleo Tuft	TM materials	80		
1862	flabebe-pollen	flabebe-pollen	Flabébé Pollen	TM materials	80		
1863	skiddo-leaf	skiddo-leaf	Skiddo Leaf	TM materials	80		
